"Li_ID","Li_Gender","Li_DOB","Li_OccupationClass"
"LI700000","Female",1974-03-27,"004"
"LI700001","Female",1974-12-10,"001"
"LI700002","Female",1974-10-28,"001"
"LI700003","Male",1974-06-19,"002"
"LI700004","Male",1974-10-19,"004"
"LI700005","Male",1974-03-25,"003"
"LI700006","Female",1974-05-26,"001"
"LI700007","Female",1974-10-10,"004"
"LI700008","Female",1974-05-02,"002"
"LI700009","Female",1974-07-30,"001"
"LI700010","Female",1974-12-20,"003"
"LI700011","Male",1974-01-17,"002"
"LI700012","Female",1974-02-17,"003"
"LI700013","Female",1974-11-18,"003"
"LI700014","Female",1974-01-06,"004"
"LI700015","Male",1974-04-17,"001"
"LI700016","Male",1974-09-08,"003"
"LI700017","Male",1974-02-14,"003"
"LI700018","Female",1974-07-17,"003"
"LI700019","Male",1974-07-16,"003"
"LI700020","Female",1974-07-19,"004"
"LI700021","Male",1974-12-20,"002"
"LI700022","Male",1974-09-10,"002"
"LI700023","Female",1974-05-11,"002"
"LI700024","Female",1974-02-20,"001"
"LI700025","Female",1974-06-28,"001"
"LI700026","Female",1974-06-10,"003"
"LI700027","Female",1974-06-10,"003"
"LI700028","Male",1974-08-10,"002"
"LI700029","Female",1974-09-26,"004"
"LI700030","Male",1974-11-30,"001"
"LI700031","Female",1974-04-25,"002"
"LI700032","Male",1974-04-30,"004"
"LI700033","Female",1974-05-26,"003"
"LI700034","Female",1974-10-11,"003"
"LI700035","Male",1974-05-10,"001"
"LI700036","Male",1974-06-21,"004"
"LI700037","Male",1974-05-23,"002"
"LI700038","Female",1974-10-27,"001"
"LI700039","Female",1974-05-10,"003"
"LI700040","Female",1974-04-25,"002"
"LI700041","Female",1974-10-25,"004"
"LI700042","Female",1974-10-02,"002"
"LI700043","Female",1974-07-10,"002"
"LI700044","Female",1974-10-26,"002"
"LI700045","Female",1974-10-01,"004"
"LI700046","Female",1974-06-11,"003"
"LI700047","Female",1974-07-27,"003"
"LI700048","Male",1974-07-08,"002"
"LI700049","Female",1974-10-30,"001"
"LI700050","Female",1974-03-12,"001"
"LI700051","Male",1974-06-14,"001"
"LI700052","Male",1974-02-22,"001"
"LI700053","Male",1974-05-12,"001"
"LI700054","Male",1974-05-25,"004"
"LI700055","Female",1974-07-26,"001"
"LI700056","Female",1974-11-16,"004"
"LI700057","Male",1974-06-08,"004"
"LI700058","Male",1974-07-17,"002"
"LI700059","Male",1974-04-14,"001"
"LI700060","Male",1974-01-27,"003"
"LI700061","Male",1974-05-02,"001"
"LI700062","Female",1974-12-30,"004"
"LI700063","Female",1974-05-12,"002"
"LI700064","Male",1974-11-03,"002"
"LI700065","Female",1974-09-04,"001"
"LI700066","Male",1974-04-13,"003"
"LI700067","Female",1974-10-27,"003"
"LI700068","Female",1974-06-09,"001"
"LI700069","Female",1974-07-06,"003"
"LI700070","Male",1974-10-11,"003"
"LI700071","Male",1974-11-26,"002"
"LI700072","Female",1974-09-24,"001"
"LI700073","Female",1974-11-24,"002"
"LI700074","Female",1974-05-10,"002"
"LI700075","Female",1974-07-31,"004"
"LI700076","Male",1974-10-23,"001"
"LI700077","Male",1974-12-16,"002"
"LI700078","Male",1974-05-05,"004"
"LI700079","Male",1974-09-29,"003"
"LI700080","Female",1974-11-14,"001"
"LI700081","Female",1974-11-26,"002"
"LI700082","Female",1974-12-12,"003"
"LI700083","Female",1974-04-26,"002"
"LI700084","Male",1974-07-12,"002"
"LI700085","Female",1974-03-10,"001"
"LI700086","Male",1974-06-01,"001"
"LI700087","Male",1974-11-15,"002"
"LI700088","Female",1974-07-17,"004"
"LI700089","Female",1974-12-05,"002"
"LI700090","Female",1974-03-06,"003"
"LI700091","Male",1974-12-12,"002"
"LI700092","Male",1974-04-19,"001"
"LI700093","Male",1974-09-20,"003"
"LI700094","Male",1974-01-22,"004"
"LI700095","Female",1974-04-27,"001"
"LI700096","Female",1974-08-12,"001"
"LI700097","Male",1974-03-17,"004"
"LI700098","Male",1974-08-22,"001"
"LI700099","Male",1974-05-14,"004"
"LI700100","Male",1974-09-28,"001"
"LI700101","Male",1974-07-22,"004"
"LI700102","Male",1974-02-19,"002"
"LI700103","Male",1974-03-29,"004"
"LI700104","Male",1974-10-24,"001"
"LI700105","Male",1974-12-30,"003"
"LI700106","Male",1974-04-26,"003"
"LI700107","Male",1974-03-21,"003"
"LI700108","Female",1974-07-28,"003"
"LI700109","Male",1974-02-26,"004"
"LI700110","Female",1974-05-29,"004"
"LI700111","Female",1974-04-17,"002"
"LI700112","Male",1974-10-05,"003"
"LI700113","Female",1974-05-26,"004"
"LI700114","Male",1974-11-17,"004"
"LI700115","Female",1974-01-02,"003"
"LI700116","Female",1974-06-05,"003"
"LI700117","Male",1974-11-17,"004"
"LI700118","Female",1974-03-21,"002"
"LI700119","Male",1974-06-26,"004"
"LI700120","Male",1974-08-17,"001"
"LI700121","Male",1974-06-23,"001"
"LI700122","Male",1974-09-08,"002"
"LI700123","Female",1974-09-19,"004"
"LI700124","Female",1974-07-06,"004"
"LI700125","Female",1974-11-22,"003"
"LI700126","Male",1974-03-07,"001"
"LI700127","Female",1974-07-04,"001"
"LI700128","Female",1974-09-12,"003"
"LI700129","Female",1974-04-06,"004"
"LI700130","Female",1974-04-04,"004"
"LI700131","Male",1974-11-05,"001"
"LI700132","Female",1974-06-14,"004"
"LI700133","Female",1974-04-15,"001"
"LI700134","Female",1974-01-11,"004"
"LI700135","Female",1974-09-10,"003"
"LI700136","Male",1974-11-18,"003"
"LI700137","Female",1974-08-23,"004"
"LI700138","Male",1974-06-28,"004"
"LI700139","Female",1974-04-08,"001"
"LI700140","Female",1974-06-27,"003"
"LI700141","Female",1974-07-26,"001"
