"Li_ID","Li_Gender","Li_DOB","Li_OccupationClass"
"LI50000","Female",1961-11-21,"002"
"LI50001","Male",1961-04-05,"001"
"LI50002","Male",1961-03-26,"002"
"LI50003","Male",1961-10-30,"004"
"LI50004","Male",1961-09-28,"004"
"LI50005","Female",1961-07-07,"001"
"LI50006","Male",1961-01-04,"002"
"LI50007","Female",1961-02-10,"004"
"LI50008","Male",1961-09-12,"001"
"LI50009","Male",1961-05-15,"001"
"LI50010","Male",1961-03-01,"003"
"LI50011","Female",1961-04-06,"002"
"LI50012","Female",1961-03-21,"001"
"LI50013","Female",1961-05-28,"002"
"LI50014","Female",1961-12-06,"003"
"LI50015","Male",1961-04-17,"002"
"LI50016","Male",1961-04-08,"001"
"LI50017","Male",1961-05-05,"001"
"LI50018","Male",1961-05-31,"002"
"LI50019","Male",1961-06-11,"004"
"LI50020","Female",1961-06-23,"001"
"LI50021","Male",1961-11-03,"003"
"LI50022","Female",1961-05-14,"001"
"LI50023","Female",1961-07-15,"002"
"LI50024","Male",1961-01-18,"004"
"LI50025","Male",1961-09-21,"003"
"LI50026","Male",1961-01-27,"002"
"LI50027","Male",1961-05-14,"002"
"LI50028","Male",1961-12-01,"002"
"LI50029","Female",1961-08-11,"004"
"LI50030","Male",1961-10-28,"004"
"LI50031","Female",1961-05-16,"004"
"LI50032","Female",1961-08-09,"002"
"LI50033","Female",1961-10-10,"002"
"LI50034","Female",1961-09-07,"002"
"LI50035","Male",1961-08-30,"002"
"LI50036","Male",1961-09-26,"002"
"LI50037","Female",1961-01-30,"002"
"LI50038","Male",1961-07-24,"003"
"LI50039","Female",1961-02-12,"002"
"LI50040","Female",1961-04-29,"004"
"LI50041","Male",1961-04-14,"001"
"LI50042","Male",1961-10-05,"003"
"LI50043","Male",1961-05-03,"004"
"LI50044","Male",1961-06-20,"004"
"LI50045","Female",1961-03-09,"001"
"LI50046","Male",1961-09-23,"001"
"LI50047","Female",1961-06-09,"001"
"LI50048","Female",1961-08-18,"003"
"LI50049","Male",1961-06-22,"004"
"LI50050","Male",1961-09-26,"003"
"LI50051","Female",1961-09-30,"004"
"LI50052","Male",1961-08-29,"003"
"LI50053","Male",1961-09-26,"004"
"LI50054","Male",1961-08-15,"001"
"LI50055","Male",1961-11-16,"004"
"LI50056","Female",1961-04-14,"004"
"LI50057","Male",1961-04-29,"003"
"LI50058","Male",1961-05-31,"003"
"LI50059","Female",1961-06-13,"003"
"LI50060","Female",1961-06-10,"001"
"LI50061","Male",1961-04-02,"003"
"LI50062","Male",1961-04-16,"001"
"LI50063","Female",1961-11-21,"002"
"LI50064","Female",1961-04-08,"001"
"LI50065","Male",1961-01-13,"004"
"LI50066","Male",1961-07-01,"001"
"LI50067","Male",1961-01-15,"004"
"LI50068","Male",1961-09-14,"002"
"LI50069","Female",1961-09-23,"004"
"LI50070","Male",1961-09-27,"002"
