"Li_ID","Li_Gender","Li_DOB","Li_OccupationClass"
"LI750000","Female",1975-11-16,"004"
"LI750001","Male",1975-07-22,"003"
"LI750002","Male",1975-09-11,"003"
"LI750003","Male",1975-09-20,"004"
"LI750004","Female",1975-02-06,"002"
"LI750005","Female",1975-07-19,"003"
"LI750006","Male",1975-08-26,"003"
"LI750007","Female",1975-12-28,"003"
"LI750008","Male",1975-07-07,"003"
"LI750009","Female",1975-06-03,"001"
"LI750010","Female",1975-10-17,"002"
"LI750011","Female",1975-05-22,"001"
"LI750012","Male",1975-05-17,"004"
"LI750013","Female",1975-05-01,"002"
"LI750014","Male",1975-12-30,"004"
"LI750015","Female",1975-02-07,"003"
"LI750016","Female",1975-12-26,"002"
"LI750017","Male",1975-04-16,"002"
"LI750018","Male",1975-08-30,"004"
"LI750019","Male",1975-02-11,"003"
"LI750020","Female",1975-09-28,"002"
"LI750021","Male",1975-11-05,"004"
"LI750022","Female",1975-01-29,"003"
"LI750023","Male",1975-08-06,"002"
"LI750024","Female",1975-02-05,"001"
"LI750025","Female",1975-11-17,"003"
"LI750026","Male",1975-02-25,"004"
"LI750027","Female",1975-06-26,"003"
"LI750028","Female",1975-12-20,"001"
"LI750029","Female",1975-07-01,"003"
"LI750030","Female",1975-08-03,"003"
"LI750031","Male",1975-01-08,"002"
"LI750032","Female",1975-12-19,"001"
"LI750033","Male",1975-04-14,"003"
"LI750034","Female",1975-12-18,"003"
"LI750035","Female",1975-06-11,"003"
"LI750036","Male",1975-03-18,"004"
"LI750037","Male",1975-01-07,"002"
"LI750038","Female",1975-11-12,"003"
"LI750039","Female",1975-03-13,"002"
"LI750040","Female",1975-03-17,"003"
"LI750041","Female",1975-06-24,"002"
"LI750042","Male",1975-05-08,"001"
"LI750043","Female",1975-06-04,"004"
"LI750044","Male",1975-02-06,"003"
"LI750045","Male",1975-12-12,"004"
"LI750046","Male",1975-06-19,"004"
"LI750047","Male",1975-10-19,"004"
"LI750048","Female",1975-12-19,"004"
"LI750049","Female",1975-04-03,"004"
"LI750050","Female",1975-03-19,"001"
"LI750051","Male",1975-09-04,"003"
"LI750052","Female",1975-01-16,"001"
"LI750053","Female",1975-09-30,"002"
"LI750054","Female",1975-10-05,"002"
"LI750055","Male",1975-05-31,"004"
"LI750056","Female",1975-12-25,"002"
"LI750057","Female",1975-10-09,"002"
"LI750058","Male",1975-08-15,"001"
"LI750059","Male",1975-10-30,"003"
"LI750060","Female",1975-12-25,"001"
"LI750061","Male",1975-01-21,"002"
"LI750062","Female",1975-01-18,"003"
"LI750063","Female",1975-03-02,"003"
"LI750064","Female",1975-12-19,"003"
"LI750065","Male",1975-08-09,"003"
"LI750066","Female",1975-08-14,"001"
"LI750067","Male",1975-02-22,"004"
"LI750068","Female",1975-07-09,"003"
"LI750069","Male",1975-05-26,"002"
"LI750070","Male",1975-09-04,"002"
"LI750071","Male",1975-01-16,"003"
"LI750072","Male",1975-09-03,"002"
"LI750073","Male",1975-08-07,"002"
"LI750074","Female",1975-11-29,"002"
"LI750075","Female",1975-06-07,"003"
"LI750076","Female",1975-09-10,"001"
"LI750077","Male",1975-08-14,"004"
"LI750078","Male",1975-04-22,"004"
"LI750079","Female",1975-12-11,"003"
"LI750080","Male",1975-03-11,"002"
"LI750081","Female",1975-08-21,"001"
"LI750082","Male",1975-05-28,"001"
"LI750083","Female",1975-11-09,"001"
"LI750084","Male",1975-05-18,"004"
"LI750085","Male",1975-09-09,"001"
"LI750086","Male",1975-01-09,"003"
"LI750087","Male",1975-11-10,"001"
"LI750088","Male",1975-12-14,"002"
"LI750089","Male",1975-01-02,"003"
"LI750090","Female",1975-03-17,"004"
