"Li_ID","Li_Gender","Li_DOB","Li_OccupationClass"
"LI150000","Male",1963-09-19,"001"
"LI150001","Female",1963-07-07,"004"
"LI150002","Male",1963-12-02,"003"
"LI150003","Male",1963-04-25,"002"
"LI150004","Female",1963-04-15,"004"
"LI150005","Male",1963-02-06,"001"
"LI150006","Female",1963-11-21,"002"
"LI150007","Male",1963-10-25,"001"
"LI150008","Female",1963-05-21,"002"
"LI150009","Male",1963-12-02,"004"
"LI150010","Male",1963-10-23,"004"
"LI150011","Female",1963-03-26,"003"
"LI150012","Male",1963-03-08,"002"
"LI150013","Female",1963-09-27,"002"
"LI150014","Female",1963-06-07,"004"
"LI150015","Female",1963-05-25,"001"
"LI150016","Female",1963-09-10,"003"
"LI150017","Female",1963-06-25,"003"
"LI150018","Female",1963-01-05,"003"
"LI150019","Male",1963-12-26,"003"
"LI150020","Female",1963-05-19,"003"
"LI150021","Male",1963-03-27,"002"
"LI150022","Female",1963-10-17,"003"
"LI150023","Female",1963-10-09,"003"
"LI150024","Male",1963-12-29,"002"
"LI150025","Female",1963-02-20,"001"
"LI150026","Male",1963-04-02,"001"
"LI150027","Female",1963-09-13,"003"
"LI150028","Male",1963-06-01,"002"
"LI150029","Female",1963-10-06,"004"
"LI150030","Male",1963-09-18,"003"
"LI150031","Male",1963-12-20,"003"
"LI150032","Female",1963-01-03,"003"
"LI150033","Male",1963-01-24,"004"
"LI150034","Female",1963-04-29,"003"
"LI150035","Female",1963-09-27,"001"
"LI150036","Female",1963-04-14,"001"
"LI150037","Male",1963-10-30,"003"
"LI150038","Female",1963-09-22,"002"
"LI150039","Male",1963-05-22,"004"
"LI150040","Female",1963-03-19,"004"
"LI150041","Male",1963-11-03,"002"
"LI150042","Female",1963-01-09,"002"
"LI150043","Female",1963-10-03,"001"
"LI150044","Female",1963-07-03,"004"
"LI150045","Male",1963-04-19,"003"
"LI150046","Male",1963-01-20,"001"
"LI150047","Male",1963-05-16,"004"
"LI150048","Male",1963-01-14,"003"
"LI150049","Male",1963-06-01,"001"
"LI150050","Female",1963-10-16,"004"
"LI150051","Female",1963-10-26,"004"
"LI150052","Male",1963-12-10,"001"
"LI150053","Male",1963-09-19,"003"
"LI150054","Male",1963-08-24,"004"
"LI150055","Male",1963-11-27,"003"
"LI150056","Female",1963-07-16,"001"
"LI150057","Female",1963-04-22,"002"
"LI150058","Male",1963-10-15,"003"
"LI150059","Female",1963-03-16,"003"
"LI150060","Female",1963-07-28,"001"
"LI150061","Male",1963-11-29,"001"
"LI150062","Female",1963-11-12,"002"
"LI150063","Female",1963-07-30,"001"
"LI150064","Female",1963-02-20,"002"
"LI150065","Female",1963-09-26,"004"
"LI150066","Female",1963-10-29,"004"
"LI150067","Female",1963-01-22,"004"
"LI150068","Male",1963-10-13,"003"
"LI150069","Male",1963-12-05,"003"
"LI150070","Female",1963-10-21,"001"
"LI150071","Female",1963-02-02,"003"
"LI150072","Male",1963-02-21,"001"
"LI150073","Male",1963-12-26,"001"
"LI150074","Female",1963-02-20,"002"
"LI150075","Female",1963-11-14,"001"
"LI150076","Female",1963-05-01,"002"
"LI150077","Male",1963-02-13,"001"
"LI150078","Male",1963-03-28,"001"
"LI150079","Female",1963-02-19,"001"
"LI150080","Female",1963-08-31,"001"
"LI150081","Female",1963-02-10,"001"
"LI150082","Female",1963-09-06,"003"
"LI150083","Female",1963-09-11,"004"
"LI150084","Male",1963-03-14,"002"
"LI150085","Male",1963-08-26,"004"
"LI150086","Female",1963-03-13,"003"
"LI150087","Male",1963-02-28,"004"
"LI150088","Female",1963-05-12,"001"
"LI150089","Female",1963-05-21,"001"
"LI150090","Male",1963-02-12,"001"
"LI150091","Female",1963-06-13,"001"
"LI150092","Female",1963-02-09,"003"
"LI150093","Male",1963-09-28,"001"
"LI150094","Female",1963-05-27,"003"
"LI150095","Male",1963-03-24,"003"
"LI150096","Male",1963-08-09,"002"
"LI150097","Male",1963-01-09,"002"
"LI150098","Female",1963-08-19,"001"
"LI150099","Female",1963-02-19,"004"
"LI150100","Male",1963-04-26,"004"
"LI150101","Female",1963-10-27,"003"
"LI150102","Male",1963-02-14,"004"
"LI150103","Male",1963-11-01,"001"
"LI150104","Male",1963-01-30,"003"
"LI150105","Female",1963-05-12,"001"
"LI150106","Female",1963-07-22,"002"
"LI150107","Female",1963-11-25,"002"
"LI150108","Male",1963-07-30,"001"
"LI150109","Female",1963-05-25,"003"
"LI150110","Female",1963-09-28,"002"
"LI150111","Female",1963-07-31,"004"
"LI150112","Male",1963-02-09,"002"
"LI150113","Male",1963-06-30,"002"
"LI150114","Female",1963-10-12,"004"
"LI150115","Female",1963-02-12,"004"
"LI150116","Male",1963-07-22,"002"
"LI150117","Male",1963-12-28,"002"
"LI150118","Female",1963-11-03,"003"
"LI150119","Male",1963-05-08,"004"
"LI150120","Male",1963-04-05,"001"
"LI150121","Female",1963-05-12,"002"
"LI150122","Male",1963-06-25,"003"
"LI150123","Female",1963-04-09,"004"
"LI150124","Male",1963-10-30,"002"
"LI150125","Female",1963-09-24,"002"
"LI150126","Female",1963-05-18,"003"
"LI150127","Male",1963-11-16,"001"
"LI150128","Female",1963-11-26,"001"
"LI150129","Female",1963-12-18,"002"
"LI150130","Male",1963-10-18,"001"
"LI150131","Female",1963-03-13,"001"
"LI150132","Male",1963-10-04,"003"
"LI150133","Male",1963-05-30,"002"
"LI150134","Female",1963-03-27,"001"
"LI150135","Male",1963-02-26,"004"
"LI150136","Female",1963-01-28,"003"
"LI150137","Male",1963-10-09,"001"
"LI150138","Male",1963-12-22,"002"
"LI150139","Male",1963-07-19,"002"
"LI150140","Male",1963-03-20,"002"
"LI150141","Female",1963-03-11,"001"
"LI150142","Female",1963-07-05,"001"
"LI150143","Male",1963-06-22,"004"
"LI150144","Male",1963-04-20,"004"
"LI150145","Male",1963-10-14,"001"
"LI150146","Female",1963-11-25,"004"
"LI150147","Female",1963-10-07,"001"
"LI150148","Male",1963-10-20,"004"
"LI150149","Male",1963-05-09,"003"
"LI150150","Female",1963-12-05,"001"
"LI150151","Female",1963-12-10,"004"
"LI150152","Male",1963-03-20,"004"
"LI150153","Male",1963-02-19,"003"
"LI150154","Female",1963-01-23,"001"
"LI150155","Female",1963-04-29,"001"
"LI150156","Female",1963-07-07,"002"
"LI150157","Female",1963-09-19,"002"
"LI150158","Male",1963-03-04,"001"
"LI150159","Female",1963-03-13,"001"
"LI150160","Female",1963-03-10,"002"
"LI150161","Male",1963-12-27,"002"
"LI150162","Female",1963-01-16,"002"
"LI150163","Female",1963-02-07,"004"
"LI150164","Male",1963-04-22,"002"
"LI150165","Female",1963-11-15,"004"
"LI150166","Male",1963-12-18,"001"
"LI150167","Female",1963-12-01,"002"
"LI150168","Female",1963-11-17,"003"
"LI150169","Male",1963-01-21,"004"
"LI150170","Female",1963-02-12,"001"
"LI150171","Male",1963-10-22,"004"
"LI150172","Female",1963-05-13,"002"
"LI150173","Female",1963-06-22,"003"
"LI150174","Female",1963-02-11,"002"
"LI150175","Male",1963-01-26,"003"
"LI150176","Male",1963-09-12,"002"
"LI150177","Female",1963-12-11,"003"
"LI150178","Male",1963-01-20,"002"
"LI150179","Female",1963-08-12,"001"
"LI150180","Female",1963-04-09,"002"
"LI150181","Female",1963-06-02,"003"
"LI150182","Male",1963-11-12,"001"
"LI150183","Male",1963-11-14,"001"
"LI150184","Male",1963-12-07,"002"
"LI150185","Male",1963-10-23,"003"
"LI150186","Female",1963-12-20,"001"
"LI150187","Male",1963-03-02,"001"
"LI150188","Male",1963-02-09,"003"
"LI150189","Male",1963-04-15,"004"
"LI150190","Male",1963-07-11,"002"
"LI150191","Male",1963-12-09,"002"
"LI150192","Female",1963-07-04,"001"
"LI150193","Female",1963-01-16,"002"
"LI150194","Male",1963-06-02,"001"
"LI150195","Male",1963-05-16,"003"
"LI150196","Female",1963-07-28,"004"
"LI150197","Female",1963-06-26,"003"
"LI150198","Female",1963-07-17,"002"
"LI150199","Male",1963-10-13,"003"
"LI150200","Male",1963-04-07,"002"
"LI150201","Female",1963-07-18,"001"
"LI150202","Male",1963-05-10,"001"
"LI150203","Female",1963-11-16,"004"
"LI150204","Female",1963-07-19,"004"
"LI150205","Female",1963-10-25,"003"
"LI150206","Female",1963-06-16,"001"
"LI150207","Male",1963-06-24,"004"
"LI150208","Female",1963-10-02,"001"
"LI150209","Male",1963-08-09,"002"
"LI150210","Female",1963-02-17,"002"
"LI150211","Male",1963-11-18,"001"
"LI150212","Female",1963-09-14,"003"
"LI150213","Female",1963-07-26,"001"
"LI150214","Female",1963-08-02,"001"
"LI150215","Female",1963-08-13,"001"
"LI150216","Female",1963-12-24,"003"
"LI150217","Male",1963-03-17,"003"
"LI150218","Male",1963-10-28,"004"
"LI150219","Male",1963-09-24,"003"
"LI150220","Female",1963-11-11,"004"
"LI150221","Female",1963-09-19,"001"
"LI150222","Female",1963-11-12,"004"
"LI150223","Female",1963-10-14,"001"
"LI150224","Female",1963-09-09,"003"
"LI150225","Male",1963-10-07,"002"
"LI150226","Female",1963-08-18,"002"
"LI150227","Female",1963-05-04,"003"
"LI150228","Male",1963-08-26,"003"
"LI150229","Female",1963-03-16,"003"
"LI150230","Female",1963-10-29,"001"
"LI150231","Male",1963-07-19,"002"
"LI150232","Female",1963-12-07,"004"
"LI150233","Male",1963-06-25,"004"
"LI150234","Female",1963-03-30,"001"
"LI150235","Male",1963-03-30,"002"
"LI150236","Male",1963-10-21,"002"
"LI150237","Female",1963-11-20,"001"
"LI150238","Male",1963-10-14,"003"
"LI150239","Male",1963-07-08,"004"
"LI150240","Female",1963-06-13,"004"
"LI150241","Female",1963-09-26,"002"
"LI150242","Male",1963-03-03,"004"
"LI150243","Male",1963-12-28,"004"
"LI150244","Male",1963-08-20,"002"
"LI150245","Male",1963-10-23,"002"
"LI150246","Male",1963-10-18,"002"
"LI150247","Male",1963-12-02,"004"
"LI150248","Female",1963-04-10,"002"
"LI150249","Female",1963-11-22,"001"
"LI150250","Female",1963-07-31,"004"
"LI150251","Male",1963-10-17,"004"
"LI150252","Male",1963-05-01,"004"
"LI150253","Female",1963-09-17,"003"
"LI150254","Male",1963-09-24,"003"
"LI150255","Female",1963-06-16,"002"
"LI150256","Male",1963-09-04,"001"
"LI150257","Male",1963-03-26,"002"
"LI150258","Male",1963-12-08,"001"
"LI150259","Male",1963-08-17,"002"
"LI150260","Male",1963-02-08,"003"
"LI150261","Female",1963-09-11,"003"
"LI150262","Female",1963-02-20,"004"
"LI150263","Male",1963-02-01,"004"
"LI150264","Female",1963-04-22,"004"
"LI150265","Male",1963-06-10,"004"
"LI150266","Female",1963-06-25,"004"
"LI150267","Female",1963-04-07,"001"
"LI150268","Male",1963-07-22,"003"
"LI150269","Female",1963-10-11,"003"
"LI150270","Female",1963-08-09,"003"
"LI150271","Female",1963-11-01,"003"
"LI150272","Male",1963-11-12,"002"
"LI150273","Male",1963-04-27,"004"
"LI150274","Female",1963-04-03,"003"
"LI150275","Female",1963-11-25,"004"
"LI150276","Female",1963-04-16,"002"
"LI150277","Male",1963-11-24,"002"
"LI150278","Male",1963-07-09,"004"
"LI150279","Male",1963-06-25,"001"
"LI150280","Male",1963-07-07,"004"
"LI150281","Female",1963-09-09,"001"
"LI150282","Female",1963-10-12,"002"
"LI150283","Male",1963-09-08,"001"
"LI150284","Female",1963-07-22,"003"
"LI150285","Female",1963-12-02,"004"
"LI150286","Male",1963-02-22,"004"
"LI150287","Female",1963-03-11,"002"
"LI150288","Female",1963-03-22,"002"
"LI150289","Male",1963-09-11,"001"
"LI150290","Female",1963-05-03,"002"
"LI150291","Male",1963-11-26,"001"
"LI150292","Female",1963-06-21,"001"
"LI150293","Male",1963-05-19,"004"
"LI150294","Male",1963-06-16,"004"
"LI150295","Female",1963-03-22,"002"
"LI150296","Female",1963-12-18,"002"
"LI150297","Female",1963-01-21,"002"
"LI150298","Male",1963-06-05,"002"
"LI150299","Male",1963-12-15,"001"
"LI150300","Female",1963-09-22,"003"
"LI150301","Male",1963-09-21,"004"
"LI150302","Male",1963-06-01,"004"
"LI150303","Male",1963-08-03,"003"
"LI150304","Male",1963-09-11,"003"
"LI150305","Male",1963-06-06,"003"
"LI150306","Female",1963-11-14,"002"
"LI150307","Female",1963-07-13,"004"
"LI150308","Female",1963-04-06,"001"
"LI150309","Male",1963-02-15,"003"
"LI150310","Female",1963-06-10,"003"
"LI150311","Male",1963-07-27,"004"
"LI150312","Male",1963-05-10,"002"
"LI150313","Female",1963-08-27,"004"
"LI150314","Male",1963-07-20,"002"
"LI150315","Female",1963-11-02,"003"
"LI150316","Female",1963-05-28,"001"
"LI150317","Male",1963-05-09,"001"
"LI150318","Female",1963-09-27,"002"
"LI150319","Female",1963-10-17,"002"
"LI150320","Male",1963-02-14,"003"
"LI150321","Male",1963-08-05,"002"
"LI150322","Female",1963-09-25,"003"
"LI150323","Female",1963-01-09,"001"
"LI150324","Male",1963-09-20,"001"
"LI150325","Male",1963-11-02,"003"
"LI150326","Male",1963-11-17,"003"
"LI150327","Female",1963-04-24,"003"
"LI150328","Female",1963-10-05,"004"
"LI150329","Female",1963-04-13,"002"
"LI150330","Male",1963-11-16,"002"
"LI150331","Male",1963-07-21,"002"
"LI150332","Male",1963-09-11,"003"
"LI150333","Female",1963-10-12,"004"
"LI150334","Female",1963-06-10,"003"
"LI150335","Female",1963-04-12,"001"
"LI150336","Female",1963-11-01,"004"
"LI150337","Female",1963-10-24,"002"
"LI150338","Male",1963-10-03,"001"
"LI150339","Male",1963-11-27,"002"
"LI150340","Male",1963-06-05,"004"
"LI150341","Female",1963-01-29,"002"
"LI150342","Female",1963-10-12,"004"
"LI150343","Male",1963-12-06,"002"
"LI150344","Female",1963-10-26,"001"
"LI150345","Male",1963-08-21,"001"
"LI150346","Male",1963-03-08,"001"
"LI150347","Male",1963-05-04,"002"
"LI150348","Female",1963-01-21,"002"
"LI150349","Female",1963-07-14,"004"
"LI150350","Female",1963-04-11,"002"
"LI150351","Male",1963-04-13,"004"
"LI150352","Male",1963-08-11,"001"
"LI150353","Male",1963-01-17,"003"
"LI150354","Male",1963-05-25,"001"
"LI150355","Female",1963-01-15,"003"
"LI150356","Female",1963-07-09,"002"
"LI150357","Female",1963-08-18,"001"
"LI150358","Female",1963-05-23,"004"
"LI150359","Male",1963-07-08,"001"
"LI150360","Male",1963-03-17,"003"
"LI150361","Male",1963-05-16,"004"
"LI150362","Female",1963-08-21,"003"
"LI150363","Female",1963-02-04,"001"
"LI150364","Female",1963-02-02,"003"
"LI150365","Male",1963-01-04,"002"
"LI150366","Female",1963-03-25,"002"
"LI150367","Female",1963-12-30,"003"
"LI150368","Male",1963-07-04,"002"
"LI150369","Female",1963-08-30,"002"
"LI150370","Male",1963-06-30,"001"
"LI150371","Male",1963-06-21,"003"
"LI150372","Female",1963-10-25,"001"
"LI150373","Female",1963-11-21,"002"
"LI150374","Male",1963-06-20,"004"
"LI150375","Male",1963-10-22,"003"
"LI150376","Female",1963-02-13,"004"
"LI150377","Male",1963-01-07,"003"
"LI150378","Female",1963-09-15,"003"
"LI150379","Female",1963-09-20,"004"
"LI150380","Female",1963-06-25,"003"
"LI150381","Female",1963-06-07,"001"
"LI150382","Male",1963-10-27,"003"
"LI150383","Male",1963-10-12,"001"
"LI150384","Male",1963-06-30,"003"
"LI150385","Female",1963-07-11,"004"
"LI150386","Female",1963-07-06,"003"
"LI150387","Male",1963-08-08,"002"
"LI150388","Male",1963-04-17,"003"
"LI150389","Male",1963-01-19,"003"
"LI150390","Male",1963-03-20,"004"
"LI150391","Female",1963-04-08,"002"
"LI150392","Female",1963-11-01,"004"
"LI150393","Female",1963-02-18,"003"
"LI150394","Female",1963-10-06,"003"
"LI150395","Male",1963-11-24,"001"
"LI150396","Male",1963-07-17,"001"
"LI150397","Female",1963-04-13,"003"
"LI150398","Female",1963-08-27,"002"
"LI150399","Female",1963-06-03,"002"
"LI150400","Female",1963-08-04,"004"
"LI150401","Female",1963-03-10,"001"
"LI150402","Female",1963-06-24,"003"
"LI150403","Male",1963-02-23,"004"
"LI150404","Female",1963-02-04,"004"
"LI150405","Male",1963-10-06,"002"
"LI150406","Female",1963-03-24,"003"
"LI150407","Female",1963-06-14,"003"
"LI150408","Female",1963-06-21,"002"
"LI150409","Male",1963-09-01,"003"
"LI150410","Male",1963-02-23,"004"
"LI150411","Female",1963-05-17,"001"
"LI150412","Male",1963-10-08,"002"
"LI150413","Male",1963-07-08,"004"
"LI150414","Male",1963-01-13,"003"
"LI150415","Female",1963-02-07,"002"
"LI150416","Male",1963-05-12,"002"
"LI150417","Female",1963-10-06,"004"
"LI150418","Male",1963-10-18,"002"
"LI150419","Male",1963-05-09,"002"
"LI150420","Male",1963-07-31,"002"
"LI150421","Male",1963-09-25,"003"
"LI150422","Female",1963-05-09,"001"
"LI150423","Female",1963-05-11,"003"
"LI150424","Female",1963-04-26,"003"
"LI150425","Male",1963-01-26,"001"
"LI150426","Female",1963-03-05,"002"
"LI150427","Female",1963-05-11,"001"
"LI150428","Male",1963-11-12,"002"
"LI150429","Female",1963-12-23,"001"
"LI150430","Male",1963-05-09,"002"
"LI150431","Female",1963-03-27,"004"
"LI150432","Female",1963-09-26,"003"
"LI150433","Female",1963-05-10,"001"
"LI150434","Female",1963-05-04,"002"
"LI150435","Male",1963-12-01,"001"
"LI150436","Male",1963-11-19,"002"
"LI150437","Male",1963-01-28,"002"
"LI150438","Female",1963-06-22,"003"
"LI150439","Male",1963-11-07,"001"
"LI150440","Male",1963-11-10,"004"
"LI150441","Female",1963-04-22,"001"
"LI150442","Female",1963-12-05,"001"
"LI150443","Male",1963-06-23,"002"
"LI150444","Male",1963-07-18,"002"
"LI150445","Male",1963-05-25,"004"
"LI150446","Female",1963-07-22,"003"
"LI150447","Male",1963-06-07,"003"
"LI150448","Female",1963-12-28,"004"
"LI150449","Female",1963-10-30,"001"
"LI150450","Male",1963-06-12,"001"
"LI150451","Male",1963-02-11,"004"
"LI150452","Male",1963-08-01,"003"
"LI150453","Female",1963-08-04,"004"
"LI150454","Male",1963-03-25,"004"
"LI150455","Male",1963-05-26,"003"
"LI150456","Male",1963-04-21,"003"
"LI150457","Female",1963-07-30,"003"
"LI150458","Male",1963-03-29,"002"
"LI150459","Female",1963-08-15,"003"
"LI150460","Female",1963-04-13,"003"
"LI150461","Male",1963-08-13,"004"
"LI150462","Female",1963-10-17,"004"
"LI150463","Male",1963-09-05,"002"
"LI150464","Male",1963-01-30,"003"
"LI150465","Male",1963-05-19,"004"
"LI150466","Male",1963-10-11,"001"
"LI150467","Male",1963-04-14,"003"
"LI150468","Female",1963-09-18,"004"
"LI150469","Female",1963-03-04,"002"
"LI150470","Female",1963-05-09,"003"
"LI150471","Male",1963-11-15,"002"
"LI150472","Female",1963-09-24,"001"
"LI150473","Female",1963-05-03,"001"
"LI150474","Male",1963-04-12,"004"
"LI150475","Female",1963-11-16,"004"
"LI150476","Female",1963-12-27,"001"
"LI150477","Female",1963-11-27,"003"
"LI150478","Male",1963-11-29,"001"
"LI150479","Female",1963-01-02,"004"
"LI150480","Female",1963-03-31,"002"
"LI150481","Male",1963-01-16,"003"
"LI150482","Male",1963-06-16,"004"
"LI150483","Female",1963-06-13,"003"
"LI150484","Female",1963-08-23,"004"
"LI150485","Male",1963-03-25,"004"
"LI150486","Male",1963-04-01,"003"
"LI150487","Female",1963-03-02,"001"
"LI150488","Female",1963-01-28,"001"
"LI150489","Male",1963-01-28,"004"
"LI150490","Male",1963-05-01,"003"
"LI150491","Male",1963-03-24,"001"
"LI150492","Male",1963-05-25,"004"
"LI150493","Male",1963-01-17,"004"
"LI150494","Male",1963-10-10,"002"
"LI150495","Male",1963-09-21,"003"
"LI150496","Female",1963-05-18,"004"
"LI150497","Male",1963-09-29,"004"
"LI150498","Male",1963-07-11,"003"
"LI150499","Male",1963-02-02,"002"
"LI150500","Female",1963-01-07,"003"
"LI150501","Male",1963-04-06,"003"
"LI150502","Male",1963-08-01,"003"
"LI150503","Female",1963-09-28,"003"
"LI150504","Female",1963-01-09,"004"
"LI150505","Female",1963-02-04,"004"
"LI150506","Female",1963-03-09,"003"
"LI150507","Male",1963-09-09,"003"
"LI150508","Female",1963-04-25,"002"
"LI150509","Female",1963-12-09,"004"
"LI150510","Male",1963-05-02,"003"
"LI150511","Male",1963-11-11,"001"
"LI150512","Female",1963-11-11,"002"
"LI150513","Male",1963-12-05,"004"
"LI150514","Male",1963-10-15,"003"
"LI150515","Female",1963-09-30,"003"
"LI150516","Male",1963-09-30,"002"
"LI150517","Female",1963-11-11,"001"
